date,product_id,product_name,category,units_sold,unit_price,discount_pct,gross_revenue,units_returned,return_rate,net_units_sold,net_revenue,cogs_per_unit,cogs_total,gross_profit,gross_margin_pct,marketing_spend,competitor_price,price_vs_competitor,economic_index,consumer_sentiment,csat_score,is_holiday,is_weekend,is_black_friday_week,is_cyber_monday,is_prime_day,day_of_week,month,quarter,season,season_ord,revenue_lag_1d,revenue_lag_7d,revenue_lag_30d,revenue_roll7_mean,revenue_roll30_mean,revenue_roll7_std,units_lag_1d,units_roll7_mean,target_next_day_revenue,is_high_demand_spike,day_name,year
2022-09-06,P002,Smartphone,Electronics,87,572.14,5.62,49776.18,6,0.0716,81,46343.34,238.76,19339.56,27003.78,58.27,307.71,659.85,0.8671,96.08,62.32,4.7,0,0,0,0,0,1,9,3,Fall,4,80914.08,38651.04,47034.81,51464.4,42810.32,13859.94,160.0,97.29,53353.46,0,Tuesday,2022
2022-09-07,P002,Smartphone,Electronics,96,567.59,6.15,54488.64,2,0.0302,94,53353.46,239.74,22535.56,30817.9,57.76,311.21,612.26,0.927,96.04,59.78,3.0,0,0,0,0,0,2,9,3,Fall,4,46343.34,44030.25,41253.8,52796.29,43213.64,13468.93,87.0,100.14,39361.05,0,Wednesday,2022
2022-09-08,P002,Smartphone,Electronics,71,570.45,7.0,40501.95,2,0.0408,69,39361.05,253.68,17503.92,21857.13,55.53,301.86,586.67,0.9724,95.52,65.19,3.7,0,0,0,0,0,3,9,3,Fall,4,53353.46,51015.15,33838.53,51131.42,43397.73,14412.98,96.0,96.0,57271.2,0,Thursday,2022
2022-09-09,P002,Smartphone,Electronics,109,545.44,10.62,59452.96,4,0.0416,105,57271.2,282.02,29612.1,27659.1,48.29,384.44,680.2,0.8019,96.41,57.77,4.0,0,0,0,0,0,4,9,3,Fall,4,39361.05,40245.04,34886.42,53563.73,44143.89,13688.04,71.0,100.0,56925.75,0,Friday,2022
2022-09-10,P002,Smartphone,Electronics,110,542.15,10.59,59636.5,5,0.0526,105,56925.75,282.98,29712.9,27212.85,47.8,297.59,628.71,0.8623,97.31,58.49,4.4,0,1,0,0,0,5,9,3,Fall,4,57271.2,54511.95,32241.44,53908.55,44966.7,13746.19,109.0,101.43,54336.1,0,Saturday,2022
2022-09-11,P002,Smartphone,Electronics,99,597.1,1.24,59112.9,8,0.0852,91,54336.1,274.44,24974.04,29362.06,54.04,420.33,656.79,0.9091,96.96,64.27,4.5,0,1,0,0,0,6,9,3,Fall,4,56925.75,43191.0,38276.28,55500.71,45502.03,12918.45,110.0,104.57,53558.4,0,Sunday,2022
2022-09-12,P002,Smartphone,Electronics,104,557.9,8.36,58021.6,8,0.0787,96,53558.4,271.32,26046.72,27511.68,51.37,305.67,710.26,0.7855,94.75,60.37,4.6,0,0,0,0,0,0,9,3,Fall,4,54336.1,80914.08,45411.79,51592.76,45773.58,6485.19,99.0,96.57,52072.12,0,Monday,2022
2022-09-13,P002,Smartphone,Electronics,96,585.08,4.52,56167.68,7,0.0822,89,52072.12,267.77,23831.53,28240.59,54.23,293.22,690.8,0.847,96.1,60.71,3.6,0,0,0,0,0,1,9,3,Fall,4,53558.4,46343.34,50150.28,52411.15,45837.64,6059.86,104.0,97.86,55660.0,0,Tuesday,2022
2022-09-14,P002,Smartphone,Electronics,103,556.6,8.96,57329.8,3,0.0329,100,55660.0,231.27,23127.0,32533.0,58.45,394.06,703.45,0.7912,93.33,61.4,3.6,0,0,0,0,0,2,9,3,Fall,4,52072.12,53353.46,32287.2,52740.66,46616.73,6181.13,96.0,98.86,47510.58,0,Wednesday,2022
2022-09-15,P002,Smartphone,Electronics,84,609.11,0.43,51165.24,6,0.0734,78,47510.58,264.06,20596.68,26913.9,56.65,373.17,600.07,1.0151,95.28,62.66,3.7,0,0,0,0,0,3,9,3,Fall,4,55660.0,39361.05,33779.27,53904.88,47074.44,3368.74,103.0,100.71,47615.92,0,Thursday,2022
2022-09-16,P002,Smartphone,Electronics,95,541.09,10.34,51403.55,7,0.0829,88,47615.92,311.8,27438.4,20177.52,42.38,328.15,551.85,0.9805,94.18,59.82,3.0,0,0,0,0,0,4,9,3,Fall,4,47510.58,57271.2,34884.6,52525.55,47498.82,3719.13,84.0,98.71,75892.08,0,Friday,2022
2022-09-17,P002,Smartphone,Electronics,142,558.03,9.04,79240.26,6,0.0446,136,75892.08,250.96,34130.56,41761.52,55.03,401.34,710.46,0.7854,94.47,62.73,3.6,0,1,0,0,0,5,9,3,Fall,4,47615.92,56925.75,33485.2,55235.03,48912.38,9645.69,95.0,103.29,70181.34,0,Saturday,2022
2022-09-18,P002,Smartphone,Electronics,134,570.58,6.93,76457.72,11,0.0827,123,70181.34,294.33,36202.59,33978.75,48.42,293.04,675.12,0.8452,92.98,62.36,4.2,0,1,0,0,0,6,9,3,Fall,4,75892.08,54336.1,43537.34,57498.63,49800.52,11142.65,142.0,108.29,42230.09,0,Sunday,2022
2022-09-19,P002,Smartphone,Electronics,73,594.79,2.34,43419.67,2,0.0399,71,42230.09,308.63,21912.73,20317.36,48.11,335.83,536.57,1.1085,94.77,61.54,4.4,0,0,0,0,0,0,9,3,Fall,4,70181.34,53558.4,51301.59,55880.3,49498.13,12544.74,134.0,103.86,49407.86,0,Monday,2022
2022-09-20,P002,Smartphone,Electronics,90,574.51,4.55,51705.9,4,0.0497,86,49407.86,304.91,26222.26,23185.6,46.93,328.87,556.67,1.032,93.21,63.23,3.9,0,0,0,0,0,1,9,3,Fall,4,42230.09,52072.12,51166.72,55499.7,49439.51,12718.74,73.0,103.0,50193.44,0,Tuesday,2022
2022-09-21,P002,Smartphone,Electronics,95,570.38,5.98,54186.1,7,0.0841,88,50193.44,260.62,22934.56,27258.88,54.31,396.06,548.29,1.0403,95.47,60.05,4.1,0,0,0,0,0,2,9,3,Fall,4,49407.86,55660.0,40517.49,54718.76,49762.04,12874.14,90.0,101.86,54182.4,0,Wednesday,2022
2022-09-22,P002,Smartphone,Electronics,99,564.4,7.16,55875.6,3,0.0346,96,54182.4,307.31,29501.76,24680.64,45.55,429.35,686.54,0.8221,94.76,63.18,4.5,0,0,0,0,0,3,9,3,Fall,4,50193.44,47510.58,36014.88,55671.88,50367.62,12492.87,95.0,104.0,58771.2,0,Thursday,2022
2022-09-23,P002,Smartphone,Electronics,100,612.2,0.23,61220.0,4,0.0444,96,58771.2,283.22,27189.12,31582.08,53.74,309.49,684.45,0.8944,93.75,58.21,3.5,0,0,0,0,0,4,9,3,Fall,4,54182.4,47615.92,41748.7,57265.49,50935.04,11995.56,99.0,104.71,61357.08,0,Friday,2022
2022-09-24,P002,Smartphone,Electronics,110,601.54,0.19,66169.4,8,0.0738,102,61357.08,252.26,25730.52,35626.56,58.06,302.35,611.44,0.9838,95.09,62.24,3.4,0,1,0,0,0,5,9,3,Fall,4,58771.2,75892.08,31824.36,55189.06,51919.46,9155.79,100.0,100.14,53215.56,0,Saturday,2022
2022-09-25,P002,Smartphone,Electronics,95,578.43,4.91,54950.85,3,0.0334,92,53215.56,304.54,28017.68,25197.88,47.35,307.42,539.79,1.0716,95.6,59.08,4.0,0,1,0,0,0,6,9,3,Fall,4,61357.08,70181.34,39276.07,52765.38,52384.11,6337.43,110.0,94.57,54156.5,0,Sunday,2022
2022-09-26,P002,Smartphone,Electronics,96,608.5,0.23,58416.0,7,0.0776,89,54156.5,262.1,23326.9,30829.6,56.93,343.35,657.77,0.9251,92.92,63.55,4.6,0,0,0,0,0,0,9,3,Fall,4,53215.56,42230.09,43667.1,54469.15,52733.76,4312.79,95.0,97.86,60918.3,0,Monday,2022
2022-09-27,P002,Smartphone,Electronics,117,539.1,11.82,63074.7,4,0.0347,113,60918.3,273.82,30941.66,29976.64,49.21,427.1,628.92,0.8572,97.45,61.73,3.8,0,0,0,0,0,1,9,3,Fall,4,54156.5,49407.86,50988.96,56113.5,53064.74,4255.36,96.0,101.71,47452.0,0,Tuesday,2022
2022-09-28,P002,Smartphone,Electronics,84,593.15,2.16,49824.6,4,0.0594,80,47452.0,243.72,19497.6,27954.4,58.91,422.12,561.78,1.0558,96.84,67.47,3.8,0,0,0,0,0,2,9,3,Fall,4,60918.3,50193.44,44869.8,55721.86,53150.81,4958.99,117.0,100.14,54378.24,0,Wednesday,2022
2022-09-29,P002,Smartphone,Electronics,102,554.88,9.61,56597.76,4,0.0474,98,54378.24,263.29,25802.42,28575.82,52.55,318.93,569.25,0.9748,97.45,61.39,4.1,0,0,0,0,0,3,9,3,Fall,4,47452.0,54182.4,38651.04,55749.84,53675.05,4949.4,84.0,100.57,53412.48,0,Thursday,2022
2022-09-30,P002,Smartphone,Electronics,103,539.52,11.63,55570.56,4,0.0412,99,53412.48,293.77,29083.23,24329.25,45.55,391.56,637.84,0.8459,95.47,64.18,4.6,0,0,0,0,0,4,9,3,Fall,4,54378.24,58771.2,44030.25,54984.31,53987.79,4816.84,102.0,101.0,62837.89,0,Friday,2022
2022-10-01,P002,Smartphone,Electronics,111,587.27,3.56,65186.97,4,0.0426,107,62837.89,257.52,27554.64,35283.25,56.15,323.91,684.27,0.8582,93.16,63.54,4.3,0,1,0,0,0,5,10,4,Fall,4,53412.48,61357.08,51015.15,55195.85,54381.88,5163.41,103.0,101.14,75573.04,0,Saturday,2022
2022-10-02,P002,Smartphone,Electronics,133,609.46,0.76,81058.18,9,0.071,124,75573.04,286.0,35464.0,40109.04,53.07,292.54,656.11,0.9289,97.19,58.51,3.6,0,1,0,0,0,6,10,4,Fall,4,62837.89,53215.56,40245.04,58389.78,55559.48,9127.48,111.0,106.57,55967.4,0,Sunday,2022
2022-10-03,P002,Smartphone,Electronics,97,601.8,1.37,58374.6,4,0.0416,93,55967.4,254.48,23666.64,32300.76,57.71,328.32,540.51,1.1134,92.72,56.54,4.0,0,0,0,0,0,0,10,4,Fall,4,75573.04,54156.5,54511.95,58648.48,55608.0,9012.44,133.0,106.71,58790.73,0,Monday,2022
2022-10-04,P002,Smartphone,Electronics,103,606.09,0.73,62427.27,6,0.0645,97,58790.73,283.44,27493.68,31297.05,53.23,369.77,599.05,1.0118,95.51,67.94,2.7,0,0,0,0,0,1,10,4,Fall,4,55967.4,60918.3,43191.0,58344.54,56127.99,8958.85,97.0,104.71,60046.94,0,Tuesday,2022
2022-10-05,P002,Smartphone,Electronics,111,582.98,3.47,64710.78,8,0.0783,103,60046.94,301.96,31101.88,28945.06,48.2,310.56,652.0,0.8941,94.64,65.46,3.8,0,0,0,0,0,2,10,4,Fall,4,58790.73,47452.0,80914.08,60143.82,55432.42,7562.57,103.0,108.57,51698.92,0,Wednesday,2022
2022-10-06,P002,Smartphone,Electronics,96,568.12,7.28,54539.52,5,0.0531,91,51698.92,254.09,23122.19,28576.73,55.28,290.22,554.91,1.0238,95.42,60.95,3.8,0,0,0,0,0,3,10,4,Fall,4,60046.94,54378.24,46343.34,59761.06,55610.94,7960.35,111.0,107.71,59538.6,0,Thursday,2022
2022-10-07,P002,Smartphone,Electronics,114,541.26,10.44,61703.64,4,0.0381,110,59538.6,235.91,25950.1,33588.5,56.41,338.75,676.66,0.7999,94.47,64.82,4.2,0,0,0,0,0,4,10,4,Fall,4,51698.92,53412.48,53353.46,60636.22,55817.11,7467.56,96.0,109.29,66646.27,0,Friday,2022
2022-10-08,P002,Smartphone,Electronics,115,589.79,3.78,67825.85,2,0.0243,113,66646.27,269.1,30408.3,36237.97,54.37,337.99,637.95,0.9245,92.88,55.61,4.9,0,1,0,0,0,5,10,4,Fall,4,59538.6,62837.89,39361.05,61180.27,56726.61,7786.62,114.0,109.86,57187.2,0,Saturday,2022
2022-10-09,P002,Smartphone,Electronics,114,544.64,9.76,62088.96,9,0.0822,105,57187.2,292.4,30702.0,26485.2,46.31,298.02,563.46,0.9666,96.21,65.37,5.0,0,1,0,0,0,6,10,4,Fall,4,66646.27,75573.04,57271.2,58553.72,56723.81,4551.37,115.0,107.14,57474.56,0,Sunday,2022
2022-10-10,P002,Smartphone,Electronics,109,552.64,9.74,60237.76,5,0.0542,104,57474.56,286.92,29839.68,27634.88,48.08,380.55,619.05,0.8927,94.62,65.51,3.8,0,0,0,0,0,0,10,4,Fall,4,57187.2,55967.4,56925.75,58769.03,56742.11,4442.99,114.0,108.86,54653.64,0,Monday,2022
2022-10-11,P002,Smartphone,Electronics,111,535.82,11.84,59476.02,9,0.0826,102,54653.64,306.0,31212.0,23441.64,42.89,362.62,630.73,0.8495,96.99,71.24,4.4,0,0,0,0,0,1,10,4,Fall,4,57474.56,58790.73,54336.1,58178.02,56752.69,4706.94,109.0,110.0,70999.38,0,Tuesday,2022
2022-10-12,P002,Smartphone,Electronics,134,541.98,11.71,72625.32,3,0.0268,131,70999.38,231.38,30310.78,40688.6,57.31,327.15,628.56,0.8623,95.77,61.25,3.9,0,0,0,0,0,2,10,4,Fall,4,54653.64,60046.94,53558.4,59742.65,57334.06,6790.8,111.0,113.29,54718.29,0,Wednesday,2022
2022-10-13,P002,Smartphone,Electronics,108,552.71,9.04,59692.68,9,0.0841,99,54718.29,253.02,25048.98,29669.31,54.22,431.36,553.28,0.999,95.0,66.25,4.3,0,0,0,0,0,3,10,4,Fall,4,70999.38,51698.92,52072.12,60173.99,57422.26,6270.7,134.0,115.0,64788.24,0,Thursday,2022
2022-10-14,P002,Smartphone,Electronics,125,535.44,11.4,66930.0,4,0.0347,121,64788.24,307.7,37231.7,27556.54,42.53,299.8,614.35,0.8716,94.95,66.67,4.4,0,0,0,0,0,4,10,4,Fall,4,54718.29,59538.6,55660.0,60923.94,57726.54,6492.05,108.0,116.57,67596.78,0,Friday,2022
2022-10-15,P002,Smartphone,Electronics,114,608.98,0.73,69423.72,3,0.0343,111,67596.78,243.71,27051.81,40544.97,59.98,331.84,626.89,0.9714,93.3,61.98,3.9,0,1,0,0,0,5,10,4,Fall,4,64788.24,66646.27,47510.58,61059.73,58396.08,6639.95,125.0,116.43,75499.23,0,Saturday,2022
2022-10-16,P002,Smartphone,Electronics,140,576.33,5.87,80686.2,9,0.0683,131,75499.23,233.85,30634.35,44864.88,59.42,369.93,698.69,0.8249,97.27,65.96,5.0,0,1,0,0,0,6,10,4,Fall,4,67596.78,57187.2,47615.92,63675.73,59325.52,8267.73,114.0,120.14,65866.8,0,Sunday,2022
2022-10-17,P002,Smartphone,Electronics,128,548.89,10.32,70257.92,8,0.0693,120,65866.8,241.05,28926.0,36940.8,56.08,323.31,675.87,0.8121,96.24,64.69,4.0,0,0,0,0,0,0,10,4,Fall,4,75499.23,57474.56,75892.08,64874.62,58991.35,7814.69,140.0,122.86,60663.95,0,Monday,2022
2022-10-18,P002,Smartphone,Electronics,113,556.55,7.8,62890.15,4,0.0367,109,60663.95,247.03,26926.27,33737.68,55.61,314.11,622.54,0.894,93.79,64.2,3.8,0,0,0,0,0,1,10,4,Fall,4,65866.8,54653.64,70181.34,65733.24,58674.1,6764.09,128.0,123.14,66890.9,0,Tuesday,2022
2022-10-19,P002,Smartphone,Electronics,122,581.66,4.74,70962.52,7,0.0608,115,66890.9,310.89,35752.35,31138.55,46.55,351.08,677.39,0.8587,94.24,64.19,4.0,0,0,0,0,0,2,10,4,Fall,4,60663.95,70999.38,42230.09,65146.31,59496.13,6399.4,113.0,121.43,59189.18,0,Wednesday,2022
2022-10-20,P002,Smartphone,Electronics,119,543.02,10.64,64619.38,10,0.0891,109,59189.18,259.28,28261.52,30927.66,52.25,341.51,589.92,0.9205,94.06,59.91,4.3,0,0,0,0,0,3,10,4,Fall,4,66890.9,54718.29,49407.86,65785.01,59822.17,5316.67,122.0,123.0,53321.55,0,Thursday,2022
2022-10-21,P002,Smartphone,Electronics,98,573.35,5.49,56188.3,5,0.052,93,53321.55,250.82,23326.26,29995.29,56.25,314.34,561.88,1.0204,93.34,62.2,3.9,0,0,0,0,0,4,10,4,Fall,4,59189.18,64788.24,50193.44,64146.91,59926.44,7131.65,119.0,119.14,86181.6,0,Friday,2022
2022-10-22,P002,Smartphone,Electronics,161,578.4,4.22,93122.4,12,0.08,149,86181.6,234.35,34918.15,51263.45,59.48,349.65,715.35,0.8086,96.49,62.11,4.6,0,1,0,0,0,5,10,4,Fall,4,53321.55,67596.78,54182.4,66801.89,60993.08,11026.08,98.0,125.86,91747.44,0,Saturday,2022
2022-10-23,P002,Smartphone,Electronics,167,580.68,5.55,96973.56,9,0.0566,158,91747.44,305.63,48289.54,43457.9,47.37,398.82,711.51,0.8161,95.95,64.17,4.5,0,1,0,0,0,6,10,4,Fall,4,86181.6,75499.23,58771.2,69123.06,62092.29,14366.44,161.0,129.71,62417.81,0,Sunday,2022
2022-10-24,P002,Smartphone,Electronics,122,552.37,9.9,67389.14,9,0.0786,113,62417.81,296.41,33494.33,28923.48,46.34,384.91,591.45,0.9339,92.86,65.44,4.0,0,0,0,0,0,0,10,4,Fall,4,91747.44,65866.8,61357.08,68630.35,62127.65,14554.64,167.0,128.86,62750.24,0,Monday,2022
2022-10-25,P002,Smartphone,Electronics,114,560.27,7.74,63870.78,2,0.0222,112,62750.24,292.96,32811.52,29938.72,47.71,331.79,537.4,1.0426,95.5,70.3,4.1,0,0,0,0,0,1,10,4,Fall,4,62417.81,60663.95,53215.56,68928.39,62445.47,14384.69,122.0,129.0,62355.28,0,Tuesday,2022
2022-10-26,P002,Smartphone,Electronics,109,599.57,0.62,65353.13,5,0.0506,104,62355.28,274.58,28556.32,33798.96,54.2,349.89,547.39,1.0953,95.65,67.81,4.3,0,0,0,0,0,2,10,4,Fall,4,62750.24,66890.9,54156.5,68280.44,62718.76,14592.42,114.0,127.14,71723.6,0,Wednesday,2022
2022-10-27,P002,Smartphone,Electronics,134,551.72,9.6,73930.48,4,0.0338,130,71723.6,307.89,40025.7,31697.9,44.19,320.37,647.89,0.8516,97.55,65.75,4.1,0,0,0,0,0,3,10,4,Fall,4,62355.28,59189.18,60918.3,70071.07,63078.94,14049.86,109.0,129.29,66307.92,0,Thursday,2022
2022-10-28,P002,Smartphone,Electronics,119,571.62,6.46,68022.78,3,0.0262,116,66307.92,311.65,36151.4,30156.52,45.48,302.32,605.45,0.9441,96.64,66.49,3.8,0,0,0,0,0,4,10,4,Fall,4,71723.6,53321.55,47452.0,71926.27,63707.47,12205.97,134.0,132.29,102263.7,0,Friday,2022
2022-10-29,P002,Smartphone,Electronics,198,538.23,10.77,106569.54,8,0.0438,190,102263.7,255.09,48467.1,53796.6,52.61,411.65,703.93,0.7646,97.54,60.93,3.8,0,1,0,0,0,5,10,4,Fall,4,66307.92,86181.6,54378.24,74223.71,65303.65,16197.28,119.0,137.57,94703.4,0,Saturday,2022
2022-10-30,P002,Smartphone,Electronics,180,573.96,5.09,103312.8,15,0.087,165,94703.4,302.48,49909.2,44794.2,47.3,407.68,599.69,0.9571,96.9,62.98,4.0,0,1,0,0,0,6,10,4,Fall,4,102263.7,91747.44,53412.48,74645.99,66680.02,16759.08,198.0,139.43,65007.6,0,Sunday,2022
2022-10-31,P002,Smartphone,Electronics,117,596.4,2.03,69778.8,8,0.0739,109,65007.6,309.39,33723.51,31284.09,48.12,427.87,604.04,0.9874,93.84,62.21,3.9,0,0,0,0,0,0,10,4,Fall,4,94703.4,62417.81,62837.89,75015.96,66752.34,16470.24,180.0,138.71,52227.2,0,Monday,2022
2022-11-01,P002,Smartphone,Electronics,103,549.76,9.28,56625.28,8,0.0822,95,52227.2,311.44,29586.8,22640.4,43.35,576.0,543.36,1.0118,96.57,62.93,4.3,0,0,0,0,0,1,11,4,Fall,4,65007.6,62750.24,75573.04,73512.67,65974.14,18168.99,117.0,137.14,63753.9,0,Tuesday,2022
2022-11-02,P002,Smartphone,Electronics,110,607.18,1.04,66789.8,5,0.0488,105,63753.9,234.16,24586.8,39167.1,61.43,576.0,607.42,0.9996,96.99,63.99,4.1,0,0,0,0,0,2,11,4,Fall,4,52227.2,62355.28,55967.4,73712.47,66233.69,18033.02,103.0,137.29,76948.16,0,Wednesday,2022
2022-11-03,P002,Smartphone,Electronics,138,574.24,4.86,79245.12,4,0.0353,134,76948.16,234.04,31361.36,45586.8,59.24,576.0,688.72,0.8338,94.79,60.66,4.4,0,0,0,0,0,3,11,4,Fall,4,63753.9,71723.6,58790.73,74458.84,66838.94,18045.1,110.0,137.86,80015.04,0,Thursday,2022
2022-11-04,P002,Smartphone,Electronics,157,555.66,8.59,87238.62,13,0.0832,144,80015.04,232.18,33433.92,46581.12,58.22,576.0,676.11,0.8218,92.81,61.84,4.0,0,0,0,0,0,4,11,4,Fall,4,76948.16,66307.92,60046.94,76417.0,67504.55,17754.56,138.0,143.29,79746.78,0,Friday,2022
2022-11-05,P002,Smartphone,Electronics,154,565.58,6.29,87099.32,13,0.0854,141,79746.78,291.6,41115.6,38631.18,48.44,576.0,621.74,0.9097,95.39,66.56,4.4,0,1,0,0,0,5,11,4,Fall,4,80015.04,102263.7,51698.92,73200.3,68439.47,13916.13,157.0,137.0,83188.72,0,Saturday,2022
2022-11-06,P002,Smartphone,Electronics,146,598.48,1.24,87378.08,7,0.0504,139,83188.72,293.99,40864.61,42324.11,50.88,576.0,608.2,0.984,95.86,60.23,4.1,0,1,0,0,0,6,11,4,Fall,4,79746.78,94703.4,59538.6,71555.34,69227.81,11404.65,154.0,132.14,56085.56,0,Sunday,2022
2022-11-07,P002,Smartphone,Electronics,111,544.52,11.3,60441.72,8,0.0778,103,56085.56,265.98,27395.94,28689.62,51.15,576.0,574.33,0.9481,92.67,64.0,3.6,0,0,0,0,0,0,11,4,Fall,4,83188.72,65007.6,66646.27,70280.77,68875.79,12685.07,146.0,131.29,63999.27,0,Monday,2022
2022-11-08,P002,Smartphone,Electronics,115,576.57,6.28,66305.55,4,0.0368,111,63999.27,300.86,33395.46,30603.81,47.82,576.0,547.17,1.0537,98.32,64.03,3.6,0,0,0,0,0,1,11,4,Fall,4,56085.56,52227.2,57187.2,71962.49,69102.86,10481.69,111.0,133.0,61841.46,0,Tuesday,2022
2022-11-09,P002,Smartphone,Electronics,112,583.41,3.93,65341.92,6,0.0567,106,61841.46,278.37,29507.22,32334.24,52.29,576.0,645.59,0.9037,95.17,61.74,3.6,0,0,0,0,0,2,11,4,Fall,4,63999.27,63753.9,57474.56,71689.28,69248.42,10752.72,115.0,133.29,65515.5,0,Wednesday,2022
2022-11-10,P002,Smartphone,Electronics,120,569.7,6.8,68364.0,5,0.0485,115,65515.5,269.88,31036.2,34479.3,52.63,576.0,592.52,0.9615,96.62,62.88,4.4,0,0,0,0,0,3,11,4,Fall,4,61841.46,76948.16,54653.64,70056.05,69610.48,10688.89,112.0,130.71,68668.8,0,Thursday,2022
2022-11-11,P002,Smartphone,Electronics,126,572.24,6.4,72102.24,6,0.0516,120,68668.8,240.52,28862.4,39806.4,57.97,576.0,543.9,1.0521,95.79,64.82,4.0,0,0,0,0,0,4,11,4,Fall,4,65515.5,80015.04,70999.38,68435.16,69532.8,9745.65,120.0,126.29,87739.2,0,Friday,2022
2022-11-12,P002,Smartphone,Electronics,176,541.6,11.82,95321.6,14,0.0797,162,87739.2,256.73,41590.26,46148.94,52.6,576.0,677.34,0.7996,94.33,63.47,4.4,0,1,0,0,0,5,11,4,Fall,4,68668.8,79746.78,54718.29,69576.93,70633.49,11586.15,126.0,129.43,81511.08,0,Saturday,2022
2022-11-13,P002,Smartphone,Electronics,145,590.66,4.02,85645.7,7,0.0524,138,81511.08,263.19,36320.22,45190.86,55.44,576.0,631.76,0.9349,95.7,63.16,4.1,0,1,0,0,0,6,11,4,Fall,4,87739.2,83188.72,64788.24,69337.27,71190.92,11270.72,176.0,129.29,77679.72,0,Sunday,2022
2022-11-14,P002,Smartphone,Electronics,154,550.92,9.35,84841.68,13,0.0896,141,77679.72,296.8,41848.8,35830.92,46.13,576.0,716.03,0.7694,96.85,60.98,3.9,0,0,0,0,0,0,11,4,Fall,4,81511.08,56085.56,67596.78,72422.15,71527.02,9912.52,145.0,135.43,73932.3,0,Monday,2022
2022-11-15,P002,Smartphone,Electronics,140,568.71,6.67,79619.4,10,0.0738,130,73932.3,299.64,38953.2,34979.1,47.31,576.0,689.09,0.8253,95.67,62.76,3.9,0,0,0,0,0,1,11,4,Fall,4,77679.72,63999.27,75499.23,73841.15,71474.79,9190.47,154.0,139.0,74792.7,0,Tuesday,2022
2022-11-16,P002,Smartphone,Electronics,144,554.02,9.35,79778.88,9,0.0688,135,74792.7,273.01,36856.35,37936.35,50.72,576.0,630.41,0.8788,95.24,69.44,4.5,0,0,0,0,0,2,11,4,Fall,4,73932.3,61841.46,65866.8,75691.33,71772.32,7524.84,140.0,143.57,69396.48,0,Wednesday,2022
2022-11-17,P002,Smartphone,Electronics,134,542.16,10.62,72649.44,6,0.0459,128,69396.48,302.65,38739.2,30657.28,44.18,576.0,606.15,0.8944,96.44,69.5,4.5,0,0,0,0,0,3,11,4,Fall,4,74792.7,65515.5,60663.95,76245.75,72063.4,6753.58,144.0,145.57,65072.18,0,Thursday,2022
2022-11-18,P002,Smartphone,Electronics,121,575.86,5.57,69679.06,8,0.0686,113,65072.18,278.62,31484.06,33588.12,51.62,576.0,597.33,0.9641,97.9,61.14,4.4,0,0,0,0,0,4,11,4,Fall,4,69396.48,68668.8,66890.9,75731.95,72002.78,7519.49,134.0,144.86,92582.88,0,Friday,2022
2022-11-19,P002,Smartphone,Electronics,168,593.48,2.21,99704.64,12,0.0731,156,92582.88,279.9,43664.4,48918.48,52.84,576.0,611.3,0.9708,98.08,69.24,4.2,0,1,0,0,0,5,11,4,Fall,4,65072.18,87739.2,59189.18,76423.91,73115.9,8903.97,121.0,143.71,83095.3,0,Saturday,2022
2022-11-20,P002,Smartphone,Electronics,160,550.3,9.44,88048.0,9,0.058,151,83095.3,259.17,39134.67,43960.63,52.9,576.0,697.71,0.7887,98.43,66.38,4.2,0,1,0,0,0,6,11,4,Fall,4,92582.88,81511.08,53321.55,76650.22,74108.36,9073.35,168.0,145.86,82646.16,0,Sunday,2022
2022-11-21,P002,Smartphone,Electronics,154,558.42,8.37,85996.68,6,0.0431,148,82646.16,272.99,40402.52,42243.64,51.11,576.0,689.49,0.8099,98.52,68.62,4.3,0,0,0,0,0,0,11,4,Fall,4,83095.3,77679.72,86181.6,77359.71,73990.51,9357.01,160.0,145.86,231986.93,0,Monday,2022
2022-11-22,P002,Smartphone,Electronics,523,455.77,24.72,238367.71,14,0.0276,509,231986.93,294.5,149900.5,82086.43,35.38,1080.0,637.74,0.7147,95.05,70.11,4.1,0,0,1,0,0,1,11,4,Fall,4,82646.16,73932.3,91747.44,99938.95,78665.16,58955.35,154.0,200.57,206710.2,1,Tuesday,2022
2022-11-23,P002,Smartphone,Electronics,445,499.3,17.6,222188.5,31,0.0702,414,206710.2,237.26,98225.64,108484.56,52.48,1080.0,676.56,0.738,98.38,64.62,4.1,0,0,1,0,0,2,11,4,Fall,4,231986.93,74792.7,62417.81,118784.3,83474.91,69685.16,523.0,243.57,322235.1,1,Wednesday,2022
2022-11-24,P002,Smartphone,Electronics,786,443.85,26.99,348866.1,60,0.0765,726,322235.1,283.22,205617.72,116617.38,36.19,1080.0,675.9,0.6567,96.76,66.85,4.3,1,0,1,0,0,3,11,4,Fall,4,206710.2,69396.48,62750.24,154904.11,92124.4,99126.79,445.0,336.71,380356.32,1,Thursday,2022
2022-11-25,P002,Smartphone,Electronics,877,473.08,21.85,414891.16,73,0.084,804,380356.32,270.5,217482.0,162874.32,42.82,1080.0,606.72,0.7797,97.87,62.06,4.7,1,0,1,0,0,4,11,4,Fall,4,322235.1,65072.18,62355.28,199944.7,102724.44,120771.87,786.0,444.71,194176.64,1,Friday,2022
